,patentCaseMetadata.applicationNumberText.value,patentCaseMetadata.applicationStatusCategory,patentCaseMetadata.applicationTypeCategory,patentCaseMetadata.businessEntityStatusCategory,patentCaseMetadata.firstInventorToFileIndicator,patentCaseMetadata.filingDate,patentCaseMetadata.applicationStatusDate,patentCaseMetadata.groupArtUnitNumber.value,patentCaseMetadata.inventionTitle.content
451,17420238,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-02-14,2022-03-09,OPAP,['Method of Manufacturing Positive Electrode Mixture for All-Solid-State Batteries and Positive Electrode Mixture for All-Solid-State Batteries Manufactured Using the Same']
452,17310418,Docketed New Case - Ready for Examination,Utility,SMALL,true,2022-02-03,2022-03-16,OPAP,['THREE-DIMENSIONAL CULTURE METHOD FOR LARGE-SCALE PREPARATION OF STEM CELLS']
453,17432343,Sent to Classification contractor,Utility,SMALL,true,2022-02-15,2022-03-09,,['ETCHING DEVICE AND ETCHING METHOD THEREOF']
454,17427232,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-02-03,2022-03-10,OPAP,['LANE ROPE FLOAT']
455,90014957,Determination - Reexamination Ordered,Re-Examination,UNDISCOUNTED,false,2022-02-14,2022-03-10,3992,['SYSTEMS AND METHODS FOR A PLURALITY OF USERS TO INTERACT WITH EACH OTHER IN AUGMENTED OR VIRTUAL REALITY SYSTEMS']
456,17435692,,Utility,MICRO,Other,2022-02-15,,3643,['Vegetative Roofing and Siding Shingles']
457,17599488,Sent to Classification contractor,Utility,SMALL,true,2022-02-15,2022-03-11,,"['FOOD FREEZING DEVICE, FOOD FREEZING METHOD AND FROZEN FOOD']"
458,17290220,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-02-15,2022-03-10,OPAP,"['PRISM LENS, LIGHT DEFLECTION DEVICE, AND LIDAR APPARATUS']"
459,17418966,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-02-15,2022-03-14,,['ELECTRONIC CONTROL DEVICE AND USAGE OF NON-VOLATILE MEMORY']
460,17342164,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-02-03,2022-03-18,OPAP,['CONSOLE FOR A MOTOR VEHICLE']
461,17429872,Docketed New Case - Ready for Examination,Utility,SMALL,true,2022-02-03,2022-03-17,OPAP,"['A LIQUID COMPOSITION FOR A FIBER REINFORCED PLASTIC INTERMEDIATE BASE MATERIAL, A FIBER REINFORCED PLASTIC INTERMEDIATE BASE MATERIAL, AND A METHOD OF PRODUCING THE FIBER REINFORCED PLASTIC INTERMEDIATE BASE MATERIAL']"
462,35513814,"Application Dispatched from Preexam, Not Yet Docketed",Design,UNDISCOUNTED,true,2022-02-15,2022-03-29,2913,['Transitional graphical user interface for a display screen or display screen part']
463,17309902,Docketed New Case - Ready for Examination,Utility,SMALL,true,2022-02-14,2022-03-21,OPAP,['METHYLATION MODIFICATION-BASED TUMOR MARKER STAMP-EP6']
464,17672001,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-02-15,2022-02-24,3993,['Pedicle Screws With Integrated Anchor For Retaining Artificial Ligament Tape Used For Posterior Ligament Reconstruction']
465,63310478,"Application Dispatched from Preexam, Not Yet Docketed",Provisional,UNDISCOUNTED,Other,2022-02-15,2022-02-18,,['LAYOUT AND STRUCTURE FLOORPLAN TECHNIQUE FOR AOI/OAI']
466,90019060,Determination - Reexamination Ordered,Re-Examination,UNDISCOUNTED,false,2022-02-15,2022-03-30,3992,['METHOD AND APPARATUS FOR SELECTIVELY SHARING AND PASSIVELY TRACKING COMMUNICATION DEVICE EXPERIENCES']
467,17442319,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-02-15,2022-03-28,OPAP,['DECONTAMINATION DEVICE AND PASS BOX IN WHICH SAME IS DISPOSED']
468,17672371,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-02-15,2022-02-17,3992,['CLOCK GATING CIRCUIT']
469,90019061,Reexam Assigned to Examiner for Determination,Re-Examination,UNDISCOUNTED,false,2022-02-15,2022-02-25,3992,['METHOD AND APPARATUS FOR SELECTIVELY SHARING AND PASSIVELY TRACKING COMMUNICATION DEVICE EXPERIENCES']
470,90019059,Reexam Assigned to Examiner for Determination,Re-Examination,UNDISCOUNTED,false,2022-02-15,2022-02-17,3992,['METHOD AND APPARATUS FOR SELECTIVELY SHARING AND PASSIVELY TRACKING COMMUNICATION DEVICE EXPERIENCES']
471,16970873,Sent to Classification contractor,Utility,SMALL,true,2022-02-03,2022-03-15,,['ARTIFICIAL INTELLIGENCE-ASSISTED PRINTED ELECTRONICS SELF-GUIDED OPTIMIZATION METHOD']
472,17605641,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-02-02,2022-03-21,,['PASSIVE RADIO TRANSMISSION DEVICE']
473,17591497,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,false,2022-02-02,2022-02-08,3992,['MODULAR WIRELESS COMMUNICATIONS PLATFORM']
474,17417383,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-02-02,2022-03-14,,['DESIGN SUPPORT DEVICE AND STORAGE MEDIUM']
475,35513787,"Application Dispatched from Preexam, Not Yet Docketed",Design,SMALL,true,2022-02-02,2022-03-25,2913,['Riveting hammer']
476,35513841,"Application Dispatched from Preexam, Not Yet Docketed",Design,SMALL,true,2022-02-16,2022-03-31,2913,['Sheet of artificial or natural material']
477,17635727,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-02-16,2022-03-28,,['MOUTHFEEL AND ASTRINGENCY MODULATION IN COMPOSITIONS AND METHODS OF MODULATING MOUTHFEEL AND ASTRINGENCY IN THE SAME']
478,17673435,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,false,2022-02-16,2022-02-18,3992,['SYSTEM AND METHOD FOR WIFI AUTHENTICATION AND SELECTION']
479,17424967,Docketed New Case - Ready for Examination,Utility,SMALL,true,2022-02-16,2022-03-30,OPAP,['METHOD FOR ESTIMATING ARRANGEMENT OF ELECTRODES ON BIOLOGICAL TISSUE']
480,17419071,Docketed New Case - Ready for Examination,Utility,SMALL,true,2022-02-02,2022-03-18,OPAP,['SYSTEM FOR IN-SITU RETAINED CORING OF ROCK SAMPLE']
481,17415719,Docketed New Case - Ready for Examination,Utility,SMALL,true,2022-02-02,2022-03-14,OPAP,['FLOATING OCEANIC DEBRIS COLLECTION DEVICE AND COMPLEX FLOATING OCEANIC DEBRIS COLLECTION DEVICE']
482,17673724,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-02-16,2022-02-18,3993,['COMPRESSOR HAVING ROUND PART PLACED NEAR OUTLET PORT']
483,17423092,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-02-01,2022-03-04,OPAP,['MULTIPHASE FLUORESCENT CERAMIC AND PREPARATION METHOD THEREOF']
484,17591192,Application Undergoing Preexam Processing,Re-Issue,UNDISCOUNTED,Other,2022-02-02,2022-02-02,1772,['METHODS FOR PRODUCING ETHYLENE AND PROPYLENE FROM NAPHTHA']
485,17432365,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-02-17,2022-03-30,OPAP,['COLD-SETTING DRY VIBRATABLE MIX']
486,90014958,Reexam Assigned to Examiner for Determination,Re-Examination,UNDISCOUNTED,false,2022-02-16,2022-02-23,3992,['System and Method for Streamlining User Interaction With Electronic Content']
487,17421133,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-01-31,2022-02-28,OPAP,['CELLULAR IMMUNOTHERAPY COMBINATION']
488,17674327,Docketed New Case - Ready for Examination,Re-Issue,SMALL,true,2022-02-17,2022-02-18,3993,['IMPLANTABLE SCAFFOLD AND METHOD']
489,17649486,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-01-31,2022-02-04,3991,['Controller and Method for Wireless Communication System']
490,35513746,"Application Dispatched from Preexam, Not Yet Docketed",Design,UNDISCOUNTED,true,2022-02-17,2022-03-23,2913,['Pen with cap']
491,17636199,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-02-17,2022-03-21,,"['ENDOSCOPE PROCESSOR, TRAINING DEVICE, INFORMATION PROCESSING METHOD, TRAINING METHOD AND PROGRAM']"
492,17597975,Application Undergoing Preexam Processing,Utility,UNDISCOUNTED,Other,2022-01-31,2022-01-31,2414,['METHOD OF PHYSICAL UPLINK CONTROL CHANNEL (PUCCH) RESOURCE DETERMINATION FOR REL. 16 TYPE II CHANNEL STATE INFORMATION (CSI)']
493,35513761,Docketed New Case - Ready for Examination,Design,MICRO,true,2022-02-17,2022-03-30,2900,['Play tray']
494,17433876,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-01-31,2022-03-09,OPAP,['MULTI-PURPOSE ON-BOARD SYSTEM FOR INDEPENDENTLY RELEASING BIOLOGICAL AGENTS FOR PRECISION BIOLOGICAL PEST CONTROL']
495,17597974,Application Undergoing Preexam Processing,Utility,SMALL,Other,2022-01-31,2022-01-31,1615,['Poly(Beta-Thioester) Polymers and Polymeric Nanoparticles']
496,35513765,"Application Dispatched from Preexam, Not Yet Docketed",Design,UNDISCOUNTED,true,2022-02-17,2022-03-24,2913,['Connector electricity']
497,35513756,"Application Dispatched from Preexam, Not Yet Docketed",Design,UNDISCOUNTED,true,2022-02-17,2022-03-23,2913,['Pen']
498,17674421,Docketed New Case - Ready for Examination,Re-Issue,SMALL,true,2022-02-17,2022-02-18,3991,"['METHOD FOR MANUFACTURING A FLEXIBLE MOLD WITH PERIPHERAL STIFFNER, AND MOLD RESULTING FROM SAME METHOD']"
499,17672753,Application Undergoing Preexam Processing,Re-Issue,UNDISCOUNTED,Other,2022-02-16,2022-02-16,3655,['SEPARATING MINED MATERIAL']
500,35513868,Application Undergoing Preexam Processing,Design,UNDISCOUNTED,Other,2022-02-17,2022-03-31,,['Biscuit with a tea bag']
501,17675619,Application Undergoing Preexam Processing,Re-Issue,UNDISCOUNTED,Other,2022-02-18,2022-02-18,2836,['WIRELESS POWER TRANSMITTING APPARATUS AND METHOD THEREOF']
502,17636476,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-02-18,2022-03-31,,['APPLICATION OF FLUORO-SUBSTITUTED 2-AMINOTHIAZOLE-5-AROMATIC CARBOXAMIDE']
503,17427647,Docketed New Case - Ready for Examination,Utility,SMALL,true,2022-02-18,2022-03-30,OPAP,['USE OF BXL GENE OR PROTEIN ENCODED THEREBY']
504,17674546,Application Undergoing Preexam Processing,Re-Issue,UNDISCOUNTED,Other,2022-02-17,2022-02-17,1733,['Leaching Copper-Containing Ores']
505,16629944,Sent to Classification contractor,Utility,SMALL,true,2022-02-17,2022-03-03,,['METHOD AND DEVICE FOR DETECTING DRIVER DISTRACTION']
506,17594222,Sent to Classification contractor,Utility,SMALL,true,2022-02-18,2022-03-09,,['CONTINUOUS PRODUCTION-TYPE 3D PRINTING METHOD']
507,17803112,Docketed New Case - Ready for Examination,Re-Issue,SMALL,true,2022-02-17,2022-03-16,3991,['METHOD AND SYSTEM FOR REPAIRING DAMAGED TISSUE USING NUCLEATED PLASMA PARTICLES (Nuc-P2s) AND MESODERMAL STEM CELLS (MesoSCs)']
508,17438709,Docketed New Case - Ready for Examination,Utility,SMALL,true,2022-02-17,2022-03-21,OPAP,['HOOKAH HEAT DISTRIBUTING DEVICE']
509,17636303,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-02-17,2022-03-21,,['Improved Ultrasonic Flow Meter']
510,90014959,Reexam Assigned to Examiner for Determination,Re-Examination,SMALL,true,2022-02-16,2022-02-24,2914,['Seat Cushion for Automobiles']
511,17299252,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-02-16,2022-03-17,,['TRACKING A COLLECTIVE OF OBJECTS']
512,35513805,"Application Dispatched from Preexam, Not Yet Docketed",Design,UNDISCOUNTED,true,2022-02-18,2022-03-28,2913,['Patient transfer sheet']
513,35513822,"Application Dispatched from Preexam, Not Yet Docketed",Design,UNDISCOUNTED,true,2022-02-18,2022-03-30,2913,['Extinguisher']
514,17676001,Application Undergoing Preexam Processing,Re-Issue,UNDISCOUNTED,Other,2022-02-18,2022-02-18,2414,['UNIVERSAL REMOTE RADIO HEAD']
515,35513880,Application Undergoing Preexam Processing,Design,UNDISCOUNTED,Other,2022-02-18,2022-03-31,,['Display screen with graphical user interface']
516,35513770,"Application Dispatched from Preexam, Not Yet Docketed",Design,UNDISCOUNTED,true,2022-02-18,2022-03-23,2913,['Television receiver']
517,17672578,Application Undergoing Preexam Processing,Re-Issue,UNDISCOUNTED,Other,2022-02-15,2022-02-15,2161,['SEARCH ENGINES AND SYSTEMS WITH HANDHELD DOCUMENT DATA CAPTURE DEVICES']
518,17259602,Application Undergoing Preexam Processing,Utility,UNDISCOUNTED,Other,2022-02-16,2021-01-12,,['SAMPLING DEVICE']
519,17420954,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-02-14,2022-03-09,OPAP,['OPTICAL FIBER LATERAL INPUT/OUTPUT DEVICE']
520,17439395,,Utility,UNDISCOUNTED,Other,2022-02-21,,,['ELECTROLYZER SYSTEM CONFIGURATIONS FOR ENHANCEMENT OF ULTRAVIOLET ADVANCED OXIDATION PROCESSES']
521,17672019,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-02-15,2022-02-18,3991,['NEGATIVE CAPACITANCE FINFET DEVICE AND MANUFACTURING METHOD OF THE SAME']
522,35513775,Docketed New Case - Ready for Examination,Design,UNDISCOUNTED,true,2022-02-21,2022-03-30,2900,['Table basketball game']
523,17635541,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-02-15,2022-03-29,,"['METHOD FOR PROCESSING UPLINK CONTROL INFORMATION, TERMINAL AND BASE STATION']"
524,17672458,Application Undergoing Preexam Processing,Re-Issue,UNDISCOUNTED,Other,2022-02-15,2022-02-15,2642,"['HOME NETWORK CONTROL APPARATUS, HOME NETWORK SERVICE SYSTEM USING HOME NETWORK CONTROL APPARATUS AND CONTROL METHOD THEREOF']"
525,17676647,Application Undergoing Preexam Processing,Re-Issue,MICRO,Other,2022-02-21,2022-02-22,3794,['Personal Cooling and Heating Device']
526,17309901,Docketed New Case - Ready for Examination,Utility,SMALL,true,2022-02-14,2022-03-25,OPAP,['METHYLATION MODIFICATION-BASED TUMOR MARKER STAMP-EP4']
527,17675332,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,false,2022-02-18,2022-03-01,3993,['REFRIGERATOR AND METHOD FOR CONTROLLING THE SAME']
528,17431679,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-02-14,2022-03-17,,"['Breathing Equipment for an Aircraft, Breathing Assembly and Method for Stowing the Breathing Equipment']"
529,17637389,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-02-22,2022-03-16,,['Method and System for Security Management on a Mobile Storage Device']
530,17442984,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-02-14,2022-03-24,OPAP,"['TERMINAL DEVICE, AND COMMUNICATION METHOD']"
531,17437420,Docketed New Case - Ready for Examination,Utility,SMALL,true,2022-02-22,2022-03-23,OPAP,"['SYSTEM FOR TREATING AIR IN BUILDING INTERIORS, AND VENTILATOR DEVICE']"
532,17677084,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-02-22,2022-03-02,3992,['SYSTEM AND METHOD FOR DETECTING A MALICIOUS ACTIVITY IN A COMPUTING ENVIRONMENT']
533,17433718,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-02-09,2022-03-16,OPAP,"['INFORMATION PROCESSING DEVICE, ASSOCIATING METHOD, AND ASSOCIATING PROGRAM']"
534,17670180,Docketed New Case - Ready for Examination,Re-Issue,SMALL,true,2022-02-11,2022-02-28,3992,['CABLE CONFIGURED TO REDUCE A RADIATED ELECTROMAGNETIC FIELD']
535,35513712,"Application Dispatched from Preexam, Not Yet Docketed",Design,SMALL,true,2022-02-11,2022-03-21,2913,['Dough scraper']
536,17599487,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-02-11,2022-03-21,OPAP,['OPTICAL STACK AND LIQUID CRYSTAL DISPLAY APPARATUS']
537,17637587,Docketed New Case - Ready for Examination,Utility,SMALL,true,2022-02-23,2022-03-31,OPAP,['TIME OF FLIGHT RANGING SYSTEM AND RANGING METHOD THEREOF']
538,17437860,,Utility,UNDISCOUNTED,Other,2022-02-11,,1774,['CHIMNEY STARTER AND CATALYST UNIT FOR A CHIMNEY STARTER']
539,17611624,,Utility,SMALL,Other,2022-02-11,,3732,['BRAIDING MACHINE']
540,90014960,Determination - Reexamination Ordered,Re-Examination,SMALL,false,2022-02-22,2022-03-17,3992,['SOLAR POWERED LIGHT ASSEMBLY TO PRODUCE LIGHT OF VARYING COLORS']
541,17420274,Sent to Classification contractor,Utility,SMALL,true,2022-02-22,2022-03-02,,['BIOREACTOR AND METHOD FOR THE PRODUCTION OF ADHERENT CELL CULTURES EMPLOYING SAID BIOREACTOR']
542,17299641,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-02-10,2022-03-16,OPAP,['FUNCTIONAL STRUCTURE']
543,90019058,Determination - Reexamination Ordered,Re-Examination,UNDISCOUNTED,false,2022-02-10,2022-03-24,3992,['ENCODING PARAMETERS FOR A WIRELESS COMMUNICATION SYSTEM']
544,35513827,"Application Dispatched from Preexam, Not Yet Docketed",Design,UNDISCOUNTED,true,2022-02-23,2022-03-31,2913,['Pacifier for babies']
545,35513829,Application Undergoing Preexam Processing,Design,SMALL,Other,2022-02-23,2022-03-18,2913,['Tape dispenser']
546,17419059,Docketed New Case - Ready for Examination,Utility,SMALL,true,2022-02-10,2022-03-18,OPAP,['CORE SAMPLING AND PRESERVATION SYSTEM']
547,17678857,Application Undergoing Preexam Processing,Re-Issue,SMALL,Other,2022-02-23,2022-02-23,3612,['DOUBLE CYLINDER ASSEMBLY FOR RAISING AND LOWERING A DUMP TRUCK TAILGATE']
548,17678980,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,false,2022-02-23,2022-03-04,3992,['Daniel N. Harkins']
549,17753191,Sent to Classification contractor,Utility,SMALL,true,2022-02-23,2022-03-16,,"['OBJECT MARKING, PRODUCTION AND AUTHENTICATION METHOD']"
550,17637650,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-02-23,2022-03-28,OPAP,['BINDER FOR ELECTRICITY STORAGE DEVICES IMPROVING DISPERSIBILITY OF CONDUCTIVE ASSISTANT']
551,17638083,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-02-24,2022-03-21,,"['SEMICONDUCTOR PACKAGE, ELECTRONIC APPARATUS, AND METHOD FOR MANUFACTURING SEMICONDUCTOR PACKAGE']"
552,90014954,Determination - Reexamination Ordered,Re-Examination,SMALL,true,2022-02-09,2022-03-08,3992,['SYSTEMS AND METHODS FOR PRINTER DENSITY COMPENSATION AND STABILITY']
553,17421466,Docketed New Case - Ready for Examination,Utility,SMALL,true,2022-02-09,2022-03-16,OPAP,['DEVICE FOR WINDING A FLEXIBLE TUBE']
554,35513725,"Application Dispatched from Preexam, Not Yet Docketed",Design,UNDISCOUNTED,true,2022-02-09,2022-03-21,2913,['Rotary disc grinding stone']
555,17436383,Docketed New Case - Ready for Examination,Utility,SMALL,true,2022-02-23,2022-04-01,OPAP,['CROP YIELD PREDICTION PROGRAM AND CULTIVATION ENVIRONMENT ASSESSMENT PROGRAM']
556,35513755,Docketed New Case - Ready for Examination,Design,UNDISCOUNTED,true,2022-02-09,2022-03-30,2900,['Closure for beverage bottles']
557,17637960,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-02-24,2022-03-21,,['CONTROL BOARD']
558,17425628,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-02-08,2022-03-07,,['DEVICE FOR IDENTIFYING AND SEPARATING SPECIMEN AND METHOD FOR IDENTIFYING AND SEPARATING SPECIMEN']
559,35513773,"Application Dispatched from Preexam, Not Yet Docketed",Design,UNDISCOUNTED,true,2022-02-24,2022-03-25,2913,['Acoustic coupler']
560,17679926,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-02-24,2022-02-28,3992,['ELEMENT SUB-STRUCTURE']
561,17679882,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-02-24,2022-03-03,3992,['METHOD AND APPARATUS FOR TRANSMITTING A MISSION CRITICAL DATA MESSAGE IN A COMMUNICATION SYSTEM']
562,35513806,"Application Dispatched from Preexam, Not Yet Docketed",Design,UNDISCOUNTED,true,2022-02-24,2022-03-28,2913,['Forklift truck']
563,17638132,Sent to Classification contractor,Utility,SMALL,true,2022-02-24,2022-03-21,,['Pressurized Fluid Mixing Device']
564,35513815,"Application Dispatched from Preexam, Not Yet Docketed",Design,SMALL,true,2022-02-24,2022-03-31,2913,['Sterilizing cabinet']
565,35513808,"Application Dispatched from Preexam, Not Yet Docketed",Design,SMALL,true,2022-02-24,2022-03-25,2913,['Chandelier']
566,17638126,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-02-24,2022-03-21,,['WIRELESS DEVICE']
567,17638110,Sent to Classification contractor,Utility,SMALL,true,2022-02-24,2022-03-09,,['A SYSTEM FOR THE SAFE COUPLING OF A RE-USABLE BAG TO A BANKNOTE HANDLING AND STORING MACHINE AND RELEVANT USE METHOD']
568,17637959,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-02-24,2022-03-21,,['VAPORIZATION DEVICE WITH LIQUID MANAGEMENT']
569,17680283,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-02-24,2022-03-01,3992,['CONFIGURING VIRTUAL MACHINES ON CORES BASED ON PRIORITY']
570,17638546,Sent to Classification contractor,Utility,MICRO,true,2022-02-25,2022-03-28,,['VARIABLE-SPAN WING AND ASSOCIATED AIRCRAFT']
571,17680092,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-02-24,2022-03-01,3992,['AUTOMATED ALARM PANEL CLASSIFICATION USING PARETO OPTIMIZATION']
572,35513879,Application Undergoing Preexam Processing,Design,MICRO,Other,2022-02-23,2022-03-31,,['Toy']
573,35513823,"Application Dispatched from Preexam, Not Yet Docketed",Design,UNDISCOUNTED,true,2022-02-25,2022-04-01,2913,['Bottle']
574,90014963,Determination - Reexamination Ordered,Re-Examination,SMALL,false,2022-02-24,2022-03-21,3993,['PET FOUNTAIN']
575,17677280,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-02-22,2022-03-01,3992,['OVERLAY MANAGEMENT PROTOCOL FOR SECURE ROUTING BASED ON AN OVERLAY NETWORK']
576,17753182,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-02-23,2022-03-11,,"['COMBINATION OF THERMAL TRANSFER SHEET AND INTERMEDIATE TRANSFER MEDIUM, AND METHOD FOR PRODUCING PRINTED MATERIAL USING COMBINATION']"
577,35513774,"Application Dispatched from Preexam, Not Yet Docketed",Design,UNDISCOUNTED,true,2022-02-26,2022-03-28,2913,['Watch dial']
578,35513785,"Application Dispatched from Preexam, Not Yet Docketed",Design,UNDISCOUNTED,true,2022-02-26,2022-03-25,2913,['Wrist watch']
579,17638140,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-02-24,2022-03-21,,['A METHOD OF MEASURING A DISTANCE FROM A TARGET']
580,17680035,Docketed New Case - Ready for Examination,Re-Issue,SMALL,false,2022-02-24,2022-03-03,3993,['ANTIBIOTIC DELIVERY SYSTEM AND METHOD FOR TREATING AN INFECTED SYNOVIAL JOINT DURING RE-IMPLANTATION OF AN ORTHOPEDIC PROSTHESIS']
581,90014962,Request for Reexamination Denied,Re-Examination,UNDISCOUNTED,true,2022-02-22,2022-03-30,3991,['METHODS FOR PRODUCING PIEZOELECTRIC BULK AND CRYSTALLINE SEED LAYERS OF DIFFERENT C-AXIS ORIENTATION DISTRIBUTIONS']
582,96000391,Ready for Reexam -- Certificate in IFW,Re-Examination,UNDISCOUNTED,false,2022-02-25,2022-03-24,3992,['MESSAGING SYSTEM AND METHOD']
583,35513786,Application Undergoing Preexam Processing,Design,UNDISCOUNTED,Other,2022-02-23,2022-03-17,,['Handbag']
584,17427157,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-02-23,2022-03-25,,"['DATA CONVERSION LEARNING DEVICE, DATA CONVERSION DEVICE, METHOD, AND PROGRAM']"
585,90019062,Reexam Assigned to Examiner for Determination,Re-Examination,UNDISCOUNTED,false,2022-02-22,2022-02-25,3992,['HYBRID SERVER ARCHITECTURE FOR MIXING AND NON-MIXING CLIENT CONFERENCING']
586,17681553,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-02-25,2022-03-03,3991,['COAT-IN-PLACE ASSEMBLIES AND METHODS TO PROVIDE AN AESTHETICALLY PLEASING SPRINKLER ASSEMBLY']
587,17426473,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-02-28,2022-03-28,OPAP,['BLOWER APPLIANCE PROVIDED WITH A HARNESS FOR CARRYING ON THE BACK']
588,17417627,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-02-28,2022-03-14,,"['ELECTRIC WIRE WITH TERMINAL, TERMINAL MODULE, AND CONNECTOR']"
589,17753152,Sent to Classification contractor,Utility,SMALL,true,2022-02-22,2022-03-21,,['AUTOMATED HEATING AND/OR FOAMING APPARATUS AND HEATING AND/OR FOAMING METHOD']
590,17605070,Sent to Classification contractor,Utility,SMALL,true,2022-02-22,2022-03-23,,['RADIATION DETECTION SYSTEMS AND METHODS']
591,90014965,Reexam Assigned to Examiner for Determination,Re-Examination,UNDISCOUNTED,false,2022-02-25,2022-03-07,3991,['Portable Computer with Multiple Display Configurations']
592,17418550,Sent to Classification contractor,Utility,SMALL,true,2022-02-21,2022-03-03,,"['2, 4-DIAMINOPYRIMIDINE DERIVATIVE AND APPLICATION THEREOF']"
593,17639093,Application Undergoing Preexam Processing,Utility,UNDISCOUNTED,Other,2022-02-28,2022-02-28,,['TECHNIQUE FOR ANALYZING SENSOR DATA IN POWDER BED ADDITIVE MANUFACTURING']
594,17427557,Docketed New Case - Ready for Examination,Utility,SMALL,true,2022-02-28,2022-03-30,OPAP,"['CO-ADMINISTRATION COMPOSITION FOR PREVENTING OR TREATING HYPERCHOLESTEROLEMIA, CONTAINING BALLOON-FLOWER EXTRACT OR PLATYCODIN D DERIVED THEREFROM AS ACTIVE INGREDIENT']"
595,17427898,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-02-28,2022-03-10,,"['INJECTOR UNIT FOR THE INJECTION OF FUEL, AND METHOD FOR THE OPERATION OF AN INJECTOR UNIT OF THIS TYPE']"
596,29827581,"Application Dispatched from Preexam, Not Yet Docketed",Re-Issue,UNDISCOUNTED,true,2022-02-21,2022-02-23,2917,['TRIPOD CAMERA MOUNT']
597,17310358,Sent to Classification contractor,Utility,SMALL,true,2022-02-22,2022-03-09,,['METHOD FOR PREVENTING ACCUMULATION OF CYLINDER OIL AT SCAVENGING PORTS OF LOW-SPEED MARINE ENGINE']
598,35513832,"Application Dispatched from Preexam, Not Yet Docketed",Design,UNDISCOUNTED,true,2022-02-28,2022-04-01,2913,['Watch']
599,16337447,Sent to Classification contractor,Utility,SMALL,true,2022-02-28,2022-03-03,,['EVENT PREDICTION DEVICE AND EVENT PREDICTION METHOD']
600,17430556,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-02-28,2022-03-28,OPAP,['ON-BOARD POWER SUPPLY DEVICE']
